promo_id,sku_id,retailer_id,start_date,end_date,promo_type,discount_pct,incremental_units,incremental_dollars,lift_pct
PRM-001112,SKU-0020,RET-003,2023-07-29,2023-08-04,TPR,15.0,664,1260.81,52.3
PRM-001113,SKU-0020,RET-008,2023-07-29,2023-08-04,TPR,15.0,251,401.23,47.4
PRM-001114,SKU-0020,RET-002,2023-09-30,2023-10-06,Feature,10.0,285,544.41,30.1
PRM-001115,SKU-0020,RET-004,2023-09-30,2023-10-06,Feature,10.0,233,406.35,26.1
PRM-001116,SKU-0020,RET-001,2023-09-30,2023-10-06,Feature,10.0,755,1353.89,29.4
PRM-001117,SKU-0020,RET-003,2023-09-30,2023-10-06,Feature,10.0,459,981.03,37.7
PRM-001118,SKU-0020,RET-008,2023-09-30,2023-10-06,Feature,10.0,194,372.65,38.3
PRM-001119,SKU-0020,RET-006,2023-10-14,2023-10-20,Display,20.0,102,188.82,68.8
PRM-001120,SKU-0020,RET-004,2023-10-14,2023-10-20,Display,20.0,452,768.35,67.6
PRM-001121,SKU-0020,RET-010,2023-10-28,2023-11-03,TPR,30.0,422,509.01,87.6
PRM-001122,SKU-0020,RET-002,2023-12-02,2023-12-08,Feature & Display,15.0,483,797.58,41.7
PRM-001123,SKU-0020,RET-008,2023-12-02,2023-12-08,Feature & Display,15.0,407,701.19,54.4
PRM-001124,SKU-0020,RET-006,2023-12-23,2023-12-29,TPR,25.0,178,303.06,89.0
PRM-001125,SKU-0020,RET-002,2023-12-23,2023-12-29,TPR,25.0,1061,1704.78,91.4
PRM-001126,SKU-0020,RET-007,2023-12-23,2023-12-29,TPR,25.0,892,1134.99,77.9
PRM-001127,SKU-0020,RET-008,2023-12-23,2023-12-29,TPR,25.0,712,1017.07,91.2
PRM-001128,SKU-0020,RET-004,2024-01-06,2024-01-12,Feature,15.0,370,743.3,59.1
PRM-001129,SKU-0020,RET-007,2024-01-06,2024-01-12,Feature,15.0,383,613.3,48.4
PRM-001130,SKU-0020,RET-001,2024-01-06,2024-01-12,Feature,15.0,996,1539.0,40.9
PRM-001131,SKU-0020,RET-008,2024-01-06,2024-01-12,Feature,15.0,250,398.36,47.0
PRM-001132,SKU-0020,RET-006,2024-01-13,2024-01-19,TPR,10.0,73,169.56,38.0
PRM-001133,SKU-0020,RET-002,2024-01-13,2024-01-19,TPR,10.0,368,734.44,32.5
PRM-001134,SKU-0020,RET-007,2024-01-13,2024-01-19,TPR,10.0,349,625.22,33.9
PRM-001135,SKU-0020,RET-008,2024-01-13,2024-01-19,TPR,10.0,177,270.09,25.7
PRM-001136,SKU-0020,RET-010,2024-03-02,2024-03-08,Feature,20.0,376,519.64,51.3
PRM-001137,SKU-0020,RET-003,2024-03-02,2024-03-08,Feature,20.0,1246,2285.51,78.2
PRM-001138,SKU-0020,RET-008,2024-03-02,2024-03-08,Feature,20.0,528,846.67,75.3
PRM-001139,SKU-0020,RET-002,2024-03-09,2024-03-15,TPR,10.0,276,497.27,27.4
PRM-001140,SKU-0020,RET-003,2024-03-09,2024-03-15,TPR,10.0,507,1052.49,35.2
PRM-001141,SKU-0020,RET-006,2024-04-20,2024-04-26,Feature,25.0,198,351.12,95.4
PRM-001142,SKU-0020,RET-002,2024-04-20,2024-04-26,Feature,25.0,911,1299.94,76.5
PRM-001143,SKU-0020,RET-004,2024-04-20,2024-04-26,Feature,25.0,927,1450.6,87.5
PRM-001144,SKU-0020,RET-003,2024-04-20,2024-04-26,Feature,25.0,1445,2027.6,74.9
PRM-001145,SKU-0020,RET-008,2024-04-20,2024-04-26,Feature,25.0,562,758.07,83.4
PRM-001146,SKU-0020,RET-002,2024-04-27,2024-05-03,Feature,20.0,754,1335.12,72.8
PRM-001147,SKU-0020,RET-006,2024-05-25,2024-05-31,Feature & Display,25.0,163,242.2,73.2
PRM-001148,SKU-0020,RET-004,2024-05-25,2024-05-31,Feature & Display,25.0,643,794.96,65.2
PRM-001149,SKU-0020,RET-007,2024-05-25,2024-05-31,Feature & Display,25.0,859,960.7,67.1
PRM-001150,SKU-0020,RET-003,2024-05-25,2024-05-31,Feature & Display,25.0,1363,2298.11,100.2
PRM-001151,SKU-0020,RET-002,2024-07-06,2024-07-12,Display,30.0,1054,1407.25,98.8
PRM-001152,SKU-0020,RET-004,2024-07-06,2024-07-12,Display,30.0,1015,1500.93,114.8
PRM-001153,SKU-0020,RET-003,2024-07-06,2024-07-12,Display,30.0,1691,2488.93,113.9
PRM-001154,SKU-0020,RET-008,2024-07-06,2024-07-12,Display,30.0,586,804.47,124.0
PRM-001155,SKU-0020,RET-002,2024-07-20,2024-07-26,Display,10.0,436,855.33,31.5
PRM-001156,SKU-0020,RET-007,2024-07-20,2024-07-26,Display,10.0,445,867.59,41.3
PRM-001157,SKU-0020,RET-001,2024-07-20,2024-07-26,Display,10.0,1185,2136.53,29.7
PRM-001158,SKU-0020,RET-002,2024-08-10,2024-08-16,Display,15.0,476,798.65,42.6
PRM-001159,SKU-0020,RET-010,2024-08-10,2024-08-16,Display,15.0,331,671.93,60.7
PRM-001160,SKU-0020,RET-003,2024-08-10,2024-08-16,Display,15.0,720,1252.46,45.0
PRM-001161,SKU-0020,RET-006,2024-08-31,2024-09-06,Feature & Display,10.0,62,133.79,32.8
PRM-001162,SKU-0020,RET-002,2024-08-31,2024-09-06,Feature & Display,10.0,348,706.49,33.7
PRM-001163,SKU-0020,RET-004,2024-08-31,2024-09-06,Feature & Display,10.0,233,404.78,26.0
PRM-001164,SKU-0020,RET-007,2024-08-31,2024-09-06,Feature & Display,10.0,418,798.1,39.0
PRM-001165,SKU-0020,RET-010,2024-08-31,2024-09-06,Feature & Display,10.0,219,455.71,35.3
PRM-001166,SKU-0020,RET-008,2024-08-31,2024-09-06,Feature & Display,10.0,189,327.79,31.1
PRM-001167,SKU-0020,RET-004,2024-09-14,2024-09-20,Display,20.0,642,985.92,58.1
PRM-001168,SKU-0020,RET-007,2024-09-14,2024-09-20,Display,20.0,702,1014.57,63.9
PRM-001169,SKU-0020,RET-003,2024-09-14,2024-09-20,Display,20.0,1009,1774.73,71.9
PRM-001170,SKU-0020,RET-004,2024-10-26,2024-11-01,TPR,15.0,533,861.2,40.4
PRM-001171,SKU-0020,RET-001,2024-10-26,2024-11-01,TPR,15.0,2190,4033.71,54.6
PRM-001172,SKU-0020,RET-010,2024-12-07,2024-12-13,TPR,10.0,267,563.11,36.6
PRM-001173,SKU-0021,RET-011,2023-01-21,2023-01-27,Display,30.0,975,1498.81,110.4
PRM-001174,SKU-0021,RET-006,2023-01-21,2023-01-27,Display,30.0,331,533.01,105.2
PRM-001175,SKU-0021,RET-005,2023-01-21,2023-01-27,Display,30.0,860,1134.59,90.2
PRM-001176,SKU-0021,RET-002,2023-01-21,2023-01-27,Display,30.0,2067,3398.61,123.9
PRM-001177,SKU-0021,RET-003,2023-01-28,2023-02-03,Display,10.0,777,1515.58,28.0
PRM-001178,SKU-0021,RET-002,2023-01-28,2023-02-03,Display,10.0,616,1260.96,30.3
PRM-001179,SKU-0021,RET-004,2023-01-28,2023-02-03,Display,10.0,575,1303.28,37.2
PRM-001180,SKU-0021,RET-006,2023-02-04,2023-02-10,Feature & Display,30.0,289,375.78,82.4
PRM-001181,SKU-0021,RET-005,2023-02-04,2023-02-10,Feature & Display,30.0,1023,1523.32,105.2
PRM-001182,SKU-0021,RET-004,2023-02-04,2023-02-10,Feature & Display,30.0,1661,2748.81,125.5
PRM-001183,SKU-0021,RET-011,2023-03-11,2023-03-17,TPR,20.0,548,954.2,63.6
PRM-001184,SKU-0021,RET-005,2023-04-22,2023-04-28,TPR,25.0,734,1166.2,81.4
PRM-001185,SKU-0021,RET-006,2023-04-29,2023-05-05,Feature,15.0,198,427.83,51.1
PRM-001186,SKU-0021,RET-005,2023-04-29,2023-05-05,Feature,15.0,706,1471.31,55.6
PRM-001187,SKU-0021,RET-006,2023-05-13,2023-05-19,TPR,15.0,247,584.5,62.3
PRM-001188,SKU-0021,RET-003,2023-05-20,2023-05-26,Feature,15.0,2010,4139.9,54.3
PRM-001189,SKU-0021,RET-005,2023-05-20,2023-05-26,Feature,15.0,644,1402.35,61.6
PRM-001190,SKU-0021,RET-002,2023-05-20,2023-05-26,Feature,15.0,1043,1875.17,43.0
PRM-001191,SKU-0021,RET-011,2023-06-10,2023-06-16,TPR,15.0,526,874.55,38.8
PRM-001192,SKU-0021,RET-006,2023-06-10,2023-06-16,TPR,15.0,222,496.28,54.8
PRM-001193,SKU-0021,RET-003,2023-06-10,2023-06-16,TPR,15.0,1616,2696.37,38.9
PRM-001194,SKU-0021,RET-005,2023-06-10,2023-06-16,TPR,15.0,700,1507.04,59.9
PRM-001195,SKU-0021,RET-004,2023-06-10,2023-06-16,TPR,15.0,1228,2615.8,58.4
PRM-001196,SKU-0021,RET-011,2023-06-17,2023-06-23,TPR,30.0,1057,1519.78,100.1
PRM-001197,SKU-0021,RET-006,2023-06-17,2023-06-23,TPR,30.0,336,500.91,95.2
PRM-001198,SKU-0021,RET-003,2023-06-17,2023-06-23,TPR,30.0,2684,3732.86,96.0
PRM-001199,SKU-0021,RET-004,2023-06-17,2023-06-23,TPR,30.0,2001,2971.21,104.8
PRM-001200,SKU-0021,RET-006,2023-07-01,2023-07-07,TPR,30.0,477,845.11,123.4
PRM-001201,SKU-0021,RET-003,2023-07-01,2023-07-07,TPR,30.0,3062,4167.05,93.5
PRM-001202,SKU-0021,RET-005,2023-09-16,2023-09-22,Feature,10.0,409,947.29,39.2
PRM-001203,SKU-0021,RET-002,2023-09-16,2023-09-22,Feature,10.0,757,1558.41,30.6
PRM-001204,SKU-0021,RET-004,2023-10-07,2023-10-13,TPR,20.0,1227,2022.81,58.7
PRM-001205,SKU-0021,RET-002,2023-11-11,2023-11-17,TPR,25.0,2259,3872.2,91.7
PRM-001206,SKU-0021,RET-006,2023-12-16,2023-12-22,TPR,30.0,394,494.75,79.8
PRM-001207,SKU-0021,RET-003,2023-12-16,2023-12-22,TPR,30.0,3290,4139.2,85.8
PRM-001208,SKU-0021,RET-011,2023-12-23,2023-12-29,TPR,15.0,545,1085.87,50.8
PRM-001209,SKU-0021,RET-006,2023-12-23,2023-12-29,TPR,15.0,155,315.67,46.3
PRM-001210,SKU-0021,RET-011,2024-01-06,2024-01-12,Feature,25.0,1248,2143.26,92.0
PRM-001211,SKU-0021,RET-002,2024-01-06,2024-01-12,Feature,25.0,2256,3911.95,93.6
PRM-001212,SKU-0021,RET-011,2024-01-20,2024-01-26,TPR,25.0,1097,1824.96,87.2
PRM-001213,SKU-0021,RET-006,2024-01-27,2024-02-02,Feature & Display,10.0,131,264.2,26.4
PRM-001214,SKU-0021,RET-005,2024-01-27,2024-02-02,Feature & Display,10.0,477,1006.13,32.0
PRM-001215,SKU-0021,RET-003,2024-02-24,2024-03-01,Feature,30.0,4006,6365.18,116.5
PRM-001216,SKU-0021,RET-005,2024-02-24,2024-03-01,Feature,30.0,1379,2165.83,114.3
PRM-001217,SKU-0021,RET-002,2024-02-24,2024-03-01,Feature,30.0,2799,4006.11,99.6
PRM-001218,SKU-0021,RET-006,2024-03-02,2024-03-08,Feature & Display,20.0,309,575.01,62.6
PRM-001219,SKU-0021,RET-004,2024-03-02,2024-03-08,Feature & Display,20.0,1781,3151.01,65.1
PRM-001220,SKU-0021,RET-006,2024-03-16,2024-03-22,TPR,20.0,321,695.63,83.0
PRM-001221,SKU-0021,RET-011,2024-03-30,2024-04-05,TPR,20.0,761,1217.31,56.5
PRM-001222,SKU-0021,RET-003,2024-03-30,2024-04-05,TPR,20.0,2334,4416.7,73.3
PRM-001223,SKU-0021,RET-005,2024-03-30,2024-04-05,TPR,20.0,686,1176.88,62.1
PRM-001224,SKU-0021,RET-002,2024-03-30,2024-04-05,TPR,20.0,1572,2982.34,73.7
PRM-001225,SKU-0021,RET-004,2024-03-30,2024-04-05,TPR,20.0,1359,2525.63,70.9
PRM-001226,SKU-0021,RET-005,2024-04-06,2024-04-12,Display,30.0,1433,1643.29,78.8
PRM-001227,SKU-0021,RET-002,2024-04-06,2024-04-12,Display,30.0,2807,3904.09,96.0
PRM-001228,SKU-0021,RET-006,2024-05-11,2024-05-17,Feature,25.0,371,729.59,103.1
PRM-001229,SKU-0021,RET-006,2024-05-25,2024-05-31,Feature,10.0,174,441.23,40.9
PRM-001230,SKU-0021,RET-005,2024-06-08,2024-06-14,Display,20.0,678,1093.2,57.0
PRM-001231,SKU-0021,RET-003,2024-07-13,2024-07-19,Display,20.0,2105,4143.86,79.5
PRM-001232,SKU-0021,RET-005,2024-07-13,2024-07-19,Display,20.0,653,1173.2,66.7
PRM-001233,SKU-0021,RET-004,2024-07-13,2024-07-19,Display,20.0,1193,2125.18,65.8
PRM-001234,SKU-0021,RET-011,2024-07-20,2024-07-26,Display,30.0,1720,2713.87,115.1
PRM-001235,SKU-0021,RET-006,2024-07-20,2024-07-26,Display,30.0,484,667.05,87.1
PRM-001236,SKU-0021,RET-003,2024-07-20,2024-07-26,Display,30.0,4952,7061.52,99.1
PRM-001237,SKU-0021,RET-004,2024-08-17,2024-08-23,TPR,30.0,1861,2746.76,103.8
PRM-001238,SKU-0021,RET-002,2024-09-14,2024-09-20,Feature,25.0,1815,2826.52,79.1
PRM-001239,SKU-0021,RET-011,2024-09-21,2024-09-27,Feature & Display,20.0,1007,1965.82,78.1
PRM-001240,SKU-0021,RET-006,2024-09-21,2024-09-27,Feature & Display,20.0,327,615.69,63.5
PRM-001241,SKU-0021,RET-004,2024-09-21,2024-09-27,Feature & Display,20.0,1497,2889.87,76.3
PRM-001242,SKU-0021,RET-011,2024-10-05,2024-10-11,Display,15.0,616,1053.37,40.2
PRM-001243,SKU-0021,RET-002,2024-10-05,2024-10-11,Display,15.0,1286,2572.2,51.2
PRM-001244,SKU-0021,RET-006,2024-11-23,2024-11-29,Feature & Display,25.0,370,625.54,79.6
PRM-001245,SKU-0021,RET-003,2024-11-23,2024-11-29,Feature & Display,25.0,3280,5562.2,90.1
PRM-001246,SKU-0021,RET-002,2024-11-23,2024-11-29,Feature & Display,25.0,2086,3432.84,85.7
PRM-001247,SKU-0021,RET-004,2024-11-23,2024-11-29,Feature & Display,25.0,1581,2458.96,78.9
PRM-001248,SKU-0022,RET-008,2023-03-04,2023-03-10,TPR,30.0,3859,5910.77,92.5
PRM-001249,SKU-0022,RET-002,2023-05-13,2023-05-19,Display,30.0,6548,12771.68,109.4
PRM-001250,SKU-0022,RET-007,2023-05-13,2023-05-19,Display,30.0,6518,11828.38,120.1
PRM-001251,SKU-0022,RET-008,2023-05-13,2023-05-19,Display,30.0,3919,5367.14,82.4
PRM-001252,SKU-0022,RET-007,2023-05-27,2023-06-02,TPR,15.0,3107,7218.16,54.8
PRM-001253,SKU-0022,RET-003,2023-05-27,2023-06-02,TPR,15.0,4687,11656.46,48.9
PRM-001254,SKU-0022,RET-007,2023-07-01,2023-07-07,TPR,30.0,5789,8674.52,91.4
PRM-001255,SKU-0022,RET-011,2023-07-01,2023-07-07,TPR,30.0,3549,6110.84,92.6
PRM-001256,SKU-0022,RET-002,2023-07-08,2023-07-14,Display,15.0,3678,8631.78,44.4
PRM-001257,SKU-0022,RET-003,2023-07-08,2023-07-14,Display,15.0,5791,15116.0,53.6
PRM-001258,SKU-0022,RET-008,2023-08-12,2023-08-18,TPR,20.0,3030,6107.66,65.5
PRM-001259,SKU-0022,RET-003,2023-08-12,2023-08-18,TPR,20.0,6417,13080.36,56.4
PRM-001260,SKU-0022,RET-008,2023-10-21,2023-10-27,Feature & Display,20.0,2424,4665.71,61.0
PRM-001261,SKU-0022,RET-007,2023-10-28,2023-11-03,TPR,10.0,1624,3363.62,25.9
PRM-001262,SKU-0022,RET-007,2024-01-27,2024-02-02,TPR,15.0,2627,5923.3,51.6
PRM-001263,SKU-0022,RET-011,2024-01-27,2024-02-02,TPR,15.0,1490,3509.66,44.7
PRM-001264,SKU-0022,RET-007,2024-03-09,2024-03-15,Feature & Display,15.0,3254,7871.78,60.1
PRM-001265,SKU-0022,RET-003,2024-03-09,2024-03-15,Feature & Display,15.0,4626,10182.44,40.6
PRM-001266,SKU-0022,RET-011,2024-03-09,2024-03-15,Feature & Display,15.0,1467,3041.84,37.8
PRM-001267,SKU-0022,RET-002,2024-04-13,2024-04-19,TPR,30.0,8815,16898.25,106.6
PRM-001268,SKU-0022,RET-003,2024-04-13,2024-04-19,TPR,30.0,11516,21009.36,99.4
PRM-001269,SKU-0022,RET-006,2024-04-13,2024-04-19,TPR,30.0,1225,2187.37,88.5
PRM-001270,SKU-0022,RET-002,2024-04-20,2024-04-26,Feature,20.0,4714,11730.93,77.9
PRM-001271,SKU-0022,RET-008,2024-04-20,2024-04-26,Feature,20.0,2061,3373.91,50.2
PRM-001272,SKU-0022,RET-011,2024-04-20,2024-04-26,Feature,20.0,2024,4850.78,72.3
PRM-001273,SKU-0022,RET-007,2024-06-08,2024-06-14,TPR,10.0,2107,4586.73,27.8
PRM-001274,SKU-0022,RET-008,2024-06-08,2024-06-14,TPR,10.0,1311,3071.66,30.7
PRM-001275,SKU-0022,RET-003,2024-06-08,2024-06-14,TPR,10.0,3812,10619.88,34.3
PRM-001276,SKU-0022,RET-011,2024-06-08,2024-06-14,TPR,10.0,1066,2513.25,25.9
PRM-001277,SKU-0022,RET-007,2024-07-13,2024-07-19,TPR,20.0,4239,7591.28,56.2
PRM-001278,SKU-0022,RET-008,2024-07-20,2024-07-26,TPR,15.0,2490,6205.92,62.9
PRM-001279,SKU-0022,RET-003,2024-07-20,2024-07-26,TPR,15.0,6348,17124.12,57.5
PRM-001280,SKU-0022,RET-006,2024-07-20,2024-07-26,TPR,15.0,609,1729.96,54.4
PRM-001281,SKU-0022,RET-008,2024-07-27,2024-08-02,Feature & Display,30.0,3598,5274.14,88.1
PRM-001282,SKU-0022,RET-006,2024-07-27,2024-08-02,Feature & Display,30.0,1269,2840.38,121.3
PRM-001283,SKU-0022,RET-008,2024-09-07,2024-09-13,TPR,15.0,1493,3038.93,42.8
PRM-001284,SKU-0022,RET-003,2024-10-05,2024-10-11,TPR,10.0,3762,11403.65,42.0
PRM-001285,SKU-0022,RET-007,2024-10-12,2024-10-18,TPR,10.0,2607,6561.84,36.3
PRM-001286,SKU-0022,RET-007,2024-11-30,2024-12-06,TPR,10.0,1566,3176.77,25.2
PRM-001287,SKU-0022,RET-006,2024-11-30,2024-12-06,TPR,10.0,344,976.98,30.7
PRM-001288,SKU-0022,RET-011,2024-11-30,2024-12-06,TPR,10.0,1164,3500.34,41.1
PRM-001289,SKU-0022,RET-008,2024-12-07,2024-12-13,TPR,10.0,1343,2742.42,25.1
PRM-001290,SKU-0022,RET-003,2024-12-07,2024-12-13,TPR,10.0,4561,13046.76,36.3
PRM-001291,SKU-0023,RET-007,2023-02-11,2023-02-17,TPR,30.0,6536,11611.47,101.3
PRM-001292,SKU-0023,RET-002,2023-02-11,2023-02-17,TPR,30.0,7650,17382.84,122.2
PRM-001293,SKU-0023,RET-011,2023-03-18,2023-03-24,TPR,25.0,3117,7805.09,100.3
PRM-001294,SKU-0023,RET-007,2023-04-29,2023-05-05,Feature & Display,10.0,1794,4213.32,27.3
PRM-001295,SKU-0023,RET-004,2023-07-01,2023-07-07,Feature,30.0,4638,8565.65,90.7
PRM-001296,SKU-0023,RET-002,2023-07-01,2023-07-07,Feature,30.0,6331,13189.0,105.9
PRM-001297,SKU-0023,RET-007,2023-09-09,2023-09-15,Display,20.0,5404,13130.47,80.7
PRM-001298,SKU-0023,RET-004,2023-09-09,2023-09-15,Display,20.0,4735,12188.87,70.1
PRM-001299,SKU-0023,RET-007,2023-09-23,2023-09-29,Feature,30.0,5878,11801.24,123.1
PRM-001300,SKU-0023,RET-011,2023-09-23,2023-09-29,Feature,30.0,2238,3600.95,79.3
PRM-001301,SKU-0023,RET-007,2023-09-30,2023-10-06,Feature,30.0,6675,11271.13,94.9
PRM-001302,SKU-0023,RET-009,2023-09-30,2023-10-06,Feature,30.0,14897,23984.23,79.4
PRM-001303,SKU-0023,RET-011,2023-09-30,2023-10-06,Feature,30.0,2953,5744.45,96.5
PRM-001304,SKU-0023,RET-006,2023-09-30,2023-10-06,Feature,30.0,1454,3556.86,121.4
PRM-001305,SKU-0023,RET-004,2023-09-30,2023-10-06,Feature,30.0,6437,14587.63,121.6
PRM-001306,SKU-0023,RET-009,2023-12-02,2023-12-08,Feature & Display,10.0,5609,16211.06,31.1
PRM-001307,SKU-0023,RET-002,2023-12-02,2023-12-08,Feature & Display,10.0,2986,9813.45,41.2
PRM-001308,SKU-0023,RET-011,2023-12-23,2023-12-29,Display,15.0,1645,4774.11,55.7
PRM-001309,SKU-0023,RET-006,2023-12-23,2023-12-29,Display,15.0,661,2081.58,56.2
PRM-001310,SKU-0023,RET-002,2023-12-23,2023-12-29,Display,15.0,2982,7411.42,42.5
PRM-001311,SKU-0023,RET-009,2024-02-10,2024-02-16,Feature & Display,25.0,19571,48172.39,97.0
PRM-001312,SKU-0023,RET-006,2024-02-10,2024-02-16,Feature & Display,25.0,1321,3297.32,86.9
PRM-001313,SKU-0023,RET-009,2024-03-16,2024-03-22,Feature & Display,30.0,14765,31331.51,108.9
PRM-001314,SKU-0023,RET-006,2024-03-16,2024-03-22,Feature & Display,30.0,1135,2202.51,88.1
PRM-001315,SKU-0023,RET-002,2024-04-13,2024-04-19,Feature,15.0,4550,13766.19,61.3
PRM-001316,SKU-0023,RET-011,2024-05-04,2024-05-10,TPR,30.0,3724,5884.0,78.1
PRM-001317,SKU-0023,RET-006,2024-05-18,2024-05-24,Display,15.0,671,2143.84,58.1
PRM-001318,SKU-0023,RET-007,2024-06-08,2024-06-14,Feature,25.0,6660,14392.09,96.6
PRM-001319,SKU-0023,RET-009,2024-06-15,2024-06-21,Display,15.0,10312,28123.21,49.3
PRM-001320,SKU-0023,RET-004,2024-06-15,2024-06-21,Display,15.0,3661,10402.09,53.2
PRM-001321,SKU-0023,RET-002,2024-06-15,2024-06-21,Display,15.0,4545,12785.69,52.2
PRM-001322,SKU-0023,RET-007,2024-06-22,2024-06-28,TPR,30.0,7121,14066.72,119.5
PRM-001323,SKU-0023,RET-011,2024-06-29,2024-07-05,Feature & Display,25.0,3172,6337.24,71.3
PRM-001324,SKU-0023,RET-004,2024-06-29,2024-07-05,Feature & Display,25.0,5368,11386.73,76.7
PRM-001325,SKU-0023,RET-002,2024-06-29,2024-07-05,Feature & Display,25.0,5627,10874.77,68.8
PRM-001326,SKU-0023,RET-007,2024-10-05,2024-10-11,Display,10.0,2664,7527.34,38.8
PRM-001327,SKU-0023,RET-009,2024-10-05,2024-10-11,Display,10.0,7108,23080.42,39.9
PRM-001328,SKU-0023,RET-004,2024-10-05,2024-10-11,Display,10.0,2304,7365.8,38.4
PRM-001329,SKU-0023,RET-011,2024-10-19,2024-10-25,Display,20.0,2444,6619.84,77.5
PRM-001330,SKU-0023,RET-006,2024-10-19,2024-10-25,Display,20.0,944,2814.75,80.7
PRM-001331,SKU-0023,RET-004,2024-10-19,2024-10-25,Display,20.0,5263,14388.48,79.0
PRM-001332,SKU-0024,RET-011,2023-02-11,2023-02-17,TPR,25.0,1459,3488.16,103.5
PRM-001333,SKU-0024,RET-001,2023-02-11,2023-02-17,TPR,25.0,7582,12241.07,64.4
PRM-001334,SKU-0024,RET-001,2023-03-04,2023-03-10,TPR,20.0,9263,23177.67,83.5
PRM-001335,SKU-0024,RET-003,2023-03-04,2023-03-10,TPR,20.0,3726,7491.33,53.7
PRM-001336,SKU-0024,RET-005,2023-03-04,2023-03-10,TPR,20.0,1720,4264.87,73.4
PRM-001337,SKU-0024,RET-006,2023-04-08,2023-04-14,Feature,10.0,193,524.69,27.4
PRM-001338,SKU-0024,RET-001,2023-04-08,2023-04-14,Feature,10.0,3427,8335.09,28.1
PRM-001339,SKU-0024,RET-004,2023-04-08,2023-04-14,Feature,10.0,861,2231.11,28.7
PRM-001340,SKU-0024,RET-001,2023-04-22,2023-04-28,Feature & Display,25.0,10728,24301.57,103.0
PRM-001341,SKU-0024,RET-005,2023-04-22,2023-04-28,Feature & Display,25.0,1684,3918.12,98.0
PRM-001342,SKU-0024,RET-006,2023-05-13,2023-05-19,Display,25.0,609,1343.75,79.3
PRM-001343,SKU-0024,RET-002,2023-05-13,2023-05-19,Display,25.0,3753,7666.34,79.3
PRM-001344,SKU-0024,RET-011,2023-05-13,2023-05-19,Display,25.0,1802,3538.18,75.3
PRM-001345,SKU-0024,RET-001,2023-05-13,2023-05-19,Display,25.0,10667,22734.84,91.7
PRM-001346,SKU-0024,RET-006,2023-10-14,2023-10-20,Display,30.0,784,1692.91,109.2
PRM-001347,SKU-0024,RET-002,2023-10-14,2023-10-20,Display,30.0,3652,6672.36,96.4
PRM-001348,SKU-0024,RET-011,2023-10-14,2023-10-20,Display,30.0,2112,4544.96,123.9
PRM-001349,SKU-0024,RET-001,2023-10-14,2023-10-20,Display,30.0,12322,22644.48,104.0
PRM-001350,SKU-0024,RET-006,2024-03-23,2024-03-29,Feature,10.0,251,748.23,31.9
PRM-001351,SKU-0024,RET-002,2024-03-23,2024-03-29,Feature,10.0,1627,4944.36,39.5
PRM-001352,SKU-0024,RET-001,2024-03-23,2024-03-29,Feature,10.0,3830,9476.62,28.9
PRM-001353,SKU-0024,RET-003,2024-03-23,2024-03-29,Feature,10.0,2325,6355.59,31.4
PRM-001354,SKU-0024,RET-005,2024-03-23,2024-03-29,Feature,10.0,863,2651.4,40.6
PRM-001355,SKU-0024,RET-006,2024-04-13,2024-04-19,TPR,25.0,657,1218.31,65.0
PRM-001356,SKU-0024,RET-011,2024-04-13,2024-04-19,TPR,25.0,1887,3131.59,63.0
PRM-001357,SKU-0024,RET-002,2024-04-20,2024-04-26,Display,10.0,1750,5091.36,35.6
PRM-001358,SKU-0024,RET-011,2024-04-20,2024-04-26,Display,10.0,824,2497.52,39.2
PRM-001359,SKU-0024,RET-001,2024-04-20,2024-04-26,Display,10.0,4121,9780.53,27.1
PRM-001360,SKU-0024,RET-005,2024-04-20,2024-04-26,Display,10.0,826,2171.81,29.4
PRM-001361,SKU-0024,RET-004,2024-04-20,2024-04-26,Display,10.0,1409,3701.44,29.3
PRM-001362,SKU-0024,RET-005,2024-04-27,2024-05-03,Feature & Display,15.0,1212,3393.15,59.0
PRM-001363,SKU-0024,RET-001,2024-05-04,2024-05-10,TPR,25.0,9311,19211.18,86.8
PRM-001364,SKU-0024,RET-005,2024-05-04,2024-05-10,TPR,25.0,1628,3246.25,76.7
PRM-001365,SKU-0024,RET-011,2024-05-11,2024-05-17,Feature & Display,25.0,1382,2364.88,64.8
PRM-001366,SKU-0024,RET-005,2024-05-11,2024-05-17,Feature & Display,25.0,1447,3064.47,83.5
PRM-001367,SKU-0024,RET-003,2024-09-21,2024-09-27,Feature,20.0,4787,11689.72,71.3
PRM-001368,SKU-0024,RET-006,2024-10-05,2024-10-11,TPR,30.0,1020,2228.72,111.3
PRM-001369,SKU-0024,RET-005,2024-10-05,2024-10-11,TPR,30.0,2426,4598.72,101.1
PRM-001370,SKU-0024,RET-006,2024-11-23,2024-11-29,Feature & Display,30.0,821,1881.98,120.8
PRM-001371,SKU-0024,RET-002,2024-11-23,2024-11-29,Feature & Display,30.0,3426,6062.09,92.7
PRM-001372,SKU-0024,RET-011,2024-11-23,2024-11-29,Feature & Display,30.0,1901,3484.3,96.8
PRM-001373,SKU-0024,RET-003,2024-11-23,2024-11-29,Feature & Display,30.0,6277,11788.24,99.9
PRM-001374,SKU-0024,RET-004,2024-11-23,2024-11-29,Feature & Display,30.0,3168,4588.12,76.6
PRM-001375,SKU-0024,RET-002,2024-12-07,2024-12-13,TPR,10.0,1506,4221.99,32.9
