batch_id,product_id,batch_number,manufacturing_date,release_date,expiry_date,batch_size,batch_size_unit,site_id,manufacturing_line,batch_status,disposition_date
BATCH-00442,8,BN-08-220920-46,2022-09-20,2022-11-03,2024-11-02,31522.0,L,SITE-AP-01,Line-1,Released,2022-11-04
BATCH-00443,4,BN-04-220911-47,2022-09-11,2022-10-08,2024-10-07,23341.0,L,SITE-EU-01,Line-1,Released,2022-10-11
BATCH-00444,6,BN-06-220902-48,2022-09-02,2022-10-17,2024-10-16,36713.0,units,SITE-US-01,Line-1,Released,2022-10-17
BATCH-00445,4,BN-04-220901-49,2022-09-01,2022-10-09,2024-10-08,32018.0,L,SITE-EU-01,Line-4,Released,2022-10-10
BATCH-00446,8,BN-08-221011-50,2022-10-11,2022-11-06,2024-11-05,45264.0,L,SITE-EU-01,Line-3,Released,2022-11-07
BATCH-00447,7,BN-07-221013-51,2022-10-13,2022-11-02,2024-11-01,28520.0,units,SITE-US-01,Line-1,Released,2022-11-02
BATCH-00448,4,BN-04-221010-52,2022-10-10,2022-10-30,2024-10-29,45159.0,kg,SITE-US-01,Line-1,Released,2022-11-01
BATCH-00449,3,BN-03-221004-53,2022-10-04,2022-11-12,2024-11-11,42715.0,units,SITE-US-01,Line-4,Released,2022-11-14
BATCH-00450,8,BN-08-221016-54,2022-10-16,2022-11-16,2024-11-15,41044.0,L,SITE-AP-01,Line-3,Released,2022-11-19
BATCH-00451,6,BN-06-221010-55,2022-10-10,2022-11-24,2024-11-23,11632.0,L,SITE-AP-01,Line-1,Released,2022-11-24
BATCH-00452,4,BN-04-221013-56,2022-10-13,2022-11-10,2024-11-09,11057.0,kg,SITE-EU-01,Line-1,Released,2022-11-10
BATCH-00453,7,BN-07-220928-57,2022-09-28,2022-10-23,2024-10-22,35564.0,kg,SITE-EU-01,Line-3,Released,2022-10-27
BATCH-00454,1,BN-01-221022-58,2022-10-22,2022-11-09,2024-11-08,28398.0,L,SITE-AP-01,Line-4,Released,2022-11-10
BATCH-00455,7,BN-07-221013-59,2022-10-13,2022-11-27,2024-11-26,29410.0,units,SITE-EU-01,Line-1,Released,2022-11-27
BATCH-00456,1,BN-01-221010-60,2022-10-10,2022-11-21,2024-11-20,21935.0,L,SITE-EU-01,Line-1,Released,2022-11-21
BATCH-00457,6,BN-06-221019-61,2022-10-19,2022-11-21,2024-11-20,12386.0,L,SITE-US-01,Line-2,Released,2022-11-23
BATCH-00458,4,BN-04-221013-62,2022-10-13,2022-11-03,2024-11-02,27075.0,units,SITE-AP-01,Line-4,Released,2022-11-06
BATCH-00459,8,BN-08-221003-63,2022-10-03,2022-10-20,2024-10-19,27261.0,L,SITE-AP-01,Line-3,Released,2022-10-22
BATCH-00460,1,BN-01-220928-64,2022-09-28,2022-10-14,2024-10-13,21488.0,units,SITE-EU-01,Line-1,Released,2022-10-19
BATCH-00461,4,BN-04-221001-65,2022-10-01,2022-11-11,2024-11-10,21081.0,L,SITE-EU-01,Line-1,Released,2022-11-16
BATCH-00462,2,BN-02-221005-66,2022-10-05,2022-11-07,2024-11-06,45968.0,kg,SITE-US-01,Line-3,Released,2022-11-07
BATCH-00463,2,BN-02-220928-67,2022-09-28,2022-11-01,2024-10-31,34600.0,L,SITE-EU-01,Line-4,Released,2022-11-03
BATCH-00464,7,BN-07-221013-68,2022-10-13,,,21998.0,L,SITE-US-01,Line-3,Rejected,2022-11-01
BATCH-00465,8,BN-08-221013-69,2022-10-13,2022-11-02,2024-11-01,14266.0,L,SITE-US-01,Line-3,Released,2022-11-03
BATCH-00466,3,BN-03-221009-70,2022-10-09,2022-11-19,2024-11-18,33595.0,kg,SITE-AP-01,Line-2,Released,2022-11-21
BATCH-00467,1,BN-01-221007-71,2022-10-07,2022-11-15,2024-11-14,33106.0,kg,SITE-EU-01,Line-1,Released,2022-11-19
BATCH-00468,3,BN-03-220930-72,2022-09-30,2022-11-13,2024-11-12,20629.0,kg,SITE-EU-01,Line-3,Released,2022-11-17
BATCH-00469,4,BN-04-221019-73,2022-10-19,2022-11-22,2024-11-21,23104.0,units,SITE-EU-01,Line-4,Released,2022-11-27
BATCH-00470,2,BN-02-221026-74,2022-10-26,2022-11-10,2024-11-09,28230.0,kg,SITE-AP-01,Line-4,Released,2022-11-11
BATCH-00471,8,BN-08-221021-75,2022-10-21,2022-12-03,2024-12-02,33707.0,units,SITE-AP-01,Line-4,Released,2022-12-07
BATCH-00472,7,BN-07-220929-76,2022-09-29,2022-10-25,2024-10-24,11648.0,kg,SITE-AP-01,Line-3,Released,2022-10-28
BATCH-00473,3,BN-03-221025-77,2022-10-25,2022-11-12,2024-11-11,43069.0,L,SITE-EU-01,Line-3,Released,2022-11-17
BATCH-00474,3,BN-03-221019-78,2022-10-19,2022-11-17,2024-11-16,10110.0,kg,SITE-US-01,Line-1,Released,2022-11-18
BATCH-00475,4,BN-04-221013-79,2022-10-13,2022-11-23,2024-11-22,45755.0,kg,SITE-EU-01,Line-2,Released,2022-11-25
BATCH-00476,1,BN-01-221006-80,2022-10-06,2022-11-06,2024-11-05,12919.0,kg,SITE-US-01,Line-4,Released,2022-11-06
BATCH-00477,8,BN-08-221026-81,2022-10-26,2022-11-14,2024-11-13,18409.0,kg,SITE-US-01,Line-4,Released,2022-11-16
BATCH-00478,7,BN-07-221026-82,2022-10-26,2022-11-14,2024-11-13,42791.0,kg,SITE-AP-01,Line-2,Released,2022-11-14
BATCH-00479,7,BN-07-221014-83,2022-10-14,2022-11-04,2024-11-03,42304.0,units,SITE-AP-01,Line-3,Released,2022-11-07
BATCH-00480,2,BN-02-221017-84,2022-10-17,2022-11-07,2024-11-06,19103.0,units,SITE-US-01,Line-4,Released,2022-11-12
BATCH-00481,2,BN-02-221011-85,2022-10-11,2022-11-07,2024-11-06,12882.0,L,SITE-AP-01,Line-4,Released,2022-11-10
BATCH-00482,8,BN-08-221016-86,2022-10-16,2022-11-02,2024-11-01,21862.0,kg,SITE-EU-01,Line-3,Released,2022-11-06
BATCH-00483,4,BN-04-221019-87,2022-10-19,2022-11-17,2024-11-16,44575.0,kg,SITE-EU-01,Line-3,Released,2022-11-20
BATCH-00484,3,BN-03-221024-88,2022-10-24,2022-11-26,2024-11-25,48506.0,units,SITE-AP-01,Line-1,Released,2022-12-01
BATCH-00485,8,BN-08-220929-89,2022-09-29,2022-10-28,2024-10-27,22311.0,units,SITE-AP-01,Line-3,Released,2022-11-02
BATCH-00486,6,BN-06-221025-90,2022-10-25,2022-11-23,2024-11-22,22481.0,L,SITE-US-01,Line-3,Released,2022-11-25
BATCH-00487,8,BN-08-221022-91,2022-10-22,2022-11-20,2024-11-19,43674.0,kg,SITE-US-01,Line-4,Released,2022-11-25
BATCH-00488,8,BN-08-221022-92,2022-10-22,2022-12-01,2024-11-30,17332.0,kg,SITE-EU-01,Line-4,Released,2022-12-04
BATCH-00489,4,BN-04-221024-93,2022-10-24,2022-11-28,2024-11-27,44454.0,kg,SITE-AP-01,Line-2,Released,2022-12-03
BATCH-00490,6,BN-06-220930-94,2022-09-30,2022-11-05,2024-11-04,37815.0,units,SITE-EU-01,Line-3,Released,2022-11-08
BATCH-00491,1,BN-01-221022-95,2022-10-22,2022-11-08,2024-11-07,13268.0,L,SITE-AP-01,Line-2,Released,2022-11-08
BATCH-00492,2,BN-02-221018-96,2022-10-18,2022-11-20,2024-11-19,8700.0,kg,SITE-EU-01,Line-2,Released,2022-11-24
BATCH-00493,8,BN-08-221024-97,2022-10-24,2022-11-15,2024-11-14,35859.0,L,SITE-AP-01,Line-4,Released,2022-11-18
BATCH-00494,2,BN-02-221006-98,2022-10-06,2022-10-31,2024-10-30,42205.0,L,SITE-AP-01,Line-2,Released,2022-10-31
BATCH-00495,3,BN-03-221003-00,2022-10-03,2022-11-11,2024-11-10,47514.0,units,SITE-EU-01,Line-2,Released,2022-11-11
BATCH-00496,6,BN-06-221018-01,2022-10-18,2022-11-15,2024-11-14,48836.0,kg,SITE-US-01,Line-3,Released,2022-11-20
BATCH-00497,1,BN-01-221010-02,2022-10-10,2022-11-20,2024-11-19,11716.0,L,SITE-US-01,Line-2,Released,2022-11-24
BATCH-00498,1,BN-01-221020-03,2022-10-20,2022-11-30,2024-11-29,46773.0,units,SITE-US-01,Line-4,Released,2022-11-30
BATCH-00499,2,BN-02-221103-04,2022-11-03,2022-12-04,2024-12-03,27238.0,kg,SITE-AP-01,Line-4,Released,2022-12-05
BATCH-00500,2,BN-02-221123-05,2022-11-23,2022-12-25,2024-12-24,13521.0,kg,SITE-AP-01,Line-4,Released,2022-12-26
BATCH-00501,3,BN-03-221105-06,2022-11-05,2022-12-04,2024-12-03,45830.0,L,SITE-US-01,Line-4,Released,2022-12-04
BATCH-00502,4,BN-04-221101-07,2022-11-01,2022-12-05,2024-12-04,22890.0,kg,SITE-US-01,Line-4,Released,2022-12-10
BATCH-00503,7,BN-07-221116-08,2022-11-16,2022-12-16,2024-12-15,30065.0,kg,SITE-EU-01,Line-3,Released,2022-12-17
BATCH-00504,3,BN-03-221116-09,2022-11-16,2022-12-02,2024-12-01,27704.0,L,SITE-EU-01,Line-3,Released,2022-12-05
BATCH-00505,3,BN-03-221101-10,2022-11-01,2022-11-17,2024-11-16,16713.0,units,SITE-AP-01,Line-4,Released,2022-11-19
BATCH-00506,2,BN-02-221030-11,2022-10-30,2022-12-03,2024-12-02,24482.0,L,SITE-EU-01,Line-1,Released,2022-12-05
BATCH-00507,2,BN-02-221112-12,2022-11-12,2022-12-13,2024-12-12,46681.0,L,SITE-US-01,Line-3,Released,2022-12-17
BATCH-00508,6,BN-06-221107-13,2022-11-07,2022-12-18,2024-12-17,19199.0,L,SITE-EU-01,Line-2,Released,2022-12-22
BATCH-00509,7,BN-07-221122-14,2022-11-22,2023-01-03,2025-01-02,11688.0,kg,SITE-AP-01,Line-2,Released,2023-01-03
BATCH-00510,3,BN-03-221102-15,2022-11-02,2022-12-15,2024-12-14,49784.0,L,SITE-EU-01,Line-1,Released,2022-12-18
BATCH-00511,7,BN-07-221114-16,2022-11-14,2022-12-29,2024-12-28,10062.0,units,SITE-EU-01,Line-2,Released,2022-12-29
BATCH-00512,1,BN-01-221103-17,2022-11-03,2022-12-05,2024-12-04,12573.0,units,SITE-EU-01,Line-3,Released,2022-12-09
BATCH-00513,6,BN-06-221103-18,2022-11-03,2022-11-17,2024-11-16,30685.0,L,SITE-AP-01,Line-1,Released,2022-11-18
BATCH-00514,7,BN-07-221031-19,2022-10-31,2022-12-05,2024-12-04,35659.0,units,SITE-EU-01,Line-1,Released,2022-12-08
BATCH-00515,6,BN-06-221031-20,2022-10-31,2022-12-04,2024-12-03,8648.0,units,SITE-EU-01,Line-4,Released,2022-12-07
BATCH-00516,3,BN-03-221116-21,2022-11-16,2022-11-30,2024-11-29,6973.0,units,SITE-AP-01,Line-4,Released,2022-12-02
BATCH-00517,7,BN-07-221122-22,2022-11-22,2022-12-14,2024-12-13,7191.0,units,SITE-AP-01,Line-3,Released,2022-12-16
BATCH-00518,7,BN-07-221030-23,2022-10-30,2022-12-07,2024-12-06,16482.0,kg,SITE-US-01,Line-4,Released,2022-12-07
BATCH-00519,8,BN-08-221103-24,2022-11-03,2022-11-27,2024-11-26,23108.0,units,SITE-US-01,Line-2,Released,2022-11-27
BATCH-00520,4,BN-04-221122-25,2022-11-22,2023-01-02,2025-01-01,46476.0,units,SITE-EU-01,Line-2,Released,2023-01-04
BATCH-00521,1,BN-01-221123-26,2022-11-23,2022-12-30,2024-12-29,27033.0,L,SITE-AP-01,Line-4,Released,2023-01-01
BATCH-00522,6,BN-06-221110-27,2022-11-10,2022-11-29,2024-11-28,41495.0,units,SITE-AP-01,Line-2,Released,2022-12-02
BATCH-00523,4,BN-04-221030-28,2022-10-30,2022-11-15,2024-11-14,48797.0,units,SITE-AP-01,Line-2,Released,2022-11-20
BATCH-00524,7,BN-07-221101-29,2022-11-01,2022-12-16,2024-12-15,34125.0,kg,SITE-AP-01,Line-3,Released,2022-12-19
BATCH-00525,1,BN-01-221122-30,2022-11-22,2023-01-05,2025-01-04,49288.0,units,SITE-EU-01,Line-3,Released,2023-01-06
BATCH-00526,4,BN-04-221106-31,2022-11-06,2022-11-23,2024-11-22,46279.0,units,SITE-AP-01,Line-1,Released,2022-11-27
BATCH-00527,4,BN-04-221031-32,2022-10-31,2022-12-13,2024-12-12,30582.0,L,SITE-EU-01,Line-3,Released,2022-12-15
BATCH-00528,1,BN-01-221121-33,2022-11-21,2022-12-06,2024-12-05,34771.0,kg,SITE-AP-01,Line-2,Released,2022-12-09
BATCH-00529,1,BN-01-221110-34,2022-11-10,2022-12-13,2024-12-12,37584.0,units,SITE-US-01,Line-4,Released,2022-12-17
BATCH-00530,3,BN-03-221124-35,2022-11-24,2022-12-19,2024-12-18,8520.0,units,SITE-EU-01,Line-3,Released,2022-12-24
BATCH-00531,4,BN-04-221114-36,2022-11-14,2022-11-29,2024-11-28,10251.0,kg,SITE-US-01,Line-4,Released,2022-12-02
BATCH-00532,4,BN-04-221124-37,2022-11-24,2023-01-08,2025-01-07,41591.0,units,SITE-AP-01,Line-3,Released,2023-01-13
BATCH-00533,7,BN-07-221118-38,2022-11-18,2022-12-27,2024-12-26,8944.0,kg,SITE-AP-01,Line-1,Released,2022-12-28
BATCH-00534,8,BN-08-221028-39,2022-10-28,2022-11-23,2024-11-22,14415.0,units,SITE-US-01,Line-2,Released,2022-11-28
BATCH-00535,4,BN-04-221123-40,2022-11-23,2022-12-19,2024-12-18,39637.0,kg,SITE-US-01,Line-4,Released,2022-12-22
BATCH-00536,1,BN-01-221102-41,2022-11-02,2022-11-25,2024-11-24,25037.0,L,SITE-US-01,Line-4,Released,2022-11-25
BATCH-00537,6,BN-06-221104-42,2022-11-04,2022-11-30,2024-11-29,42325.0,L,SITE-EU-01,Line-1,Released,2022-12-02
BATCH-00538,1,BN-01-221117-43,2022-11-17,2022-12-28,2024-12-27,43188.0,units,SITE-US-01,Line-3,Released,2022-12-28
BATCH-00539,4,BN-04-221112-44,2022-11-12,2022-12-27,2024-12-26,7732.0,kg,SITE-EU-01,Line-4,Released,2022-12-31
BATCH-00540,6,BN-06-221030-45,2022-10-30,2022-11-30,2024-11-29,23771.0,L,SITE-EU-01,Line-1,Released,2022-12-03
BATCH-00541,7,BN-07-221108-46,2022-11-08,2022-12-20,2024-12-19,5936.0,L,SITE-AP-01,Line-2,Released,2022-12-23
BATCH-00542,4,BN-04-221104-47,2022-11-04,2022-12-02,2024-12-01,35824.0,units,SITE-EU-01,Line-4,Released,2022-12-03
BATCH-00543,7,BN-07-221119-48,2022-11-19,2022-12-27,2024-12-26,42489.0,units,SITE-EU-01,Line-3,Released,2022-12-30
BATCH-00544,6,BN-06-221103-49,2022-11-03,2022-12-05,2024-12-04,8879.0,L,SITE-US-01,Line-2,Released,2022-12-06
BATCH-00545,2,BN-02-221116-50,2022-11-16,2022-12-31,2024-12-30,23719.0,L,SITE-US-01,Line-3,Released,2023-01-01
BATCH-00546,6,BN-06-221029-51,2022-10-29,2022-11-13,2024-11-12,16736.0,units,SITE-US-01,Line-2,Released,2022-11-14
BATCH-00547,1,BN-01-221122-52,2022-11-22,2022-12-10,2024-12-09,10129.0,kg,SITE-AP-01,Line-1,Released,2022-12-14
BATCH-00548,4,BN-04-221105-53,2022-11-05,2022-12-10,2024-12-09,39622.0,units,SITE-US-01,Line-3,Released,2022-12-11
BATCH-00549,8,BN-08-221113-54,2022-11-13,2022-12-03,2024-12-02,46698.0,L,SITE-AP-01,Line-4,Released,2022-12-03
BATCH-00550,8,BN-08-221116-55,2022-11-16,2022-12-06,2024-12-05,6889.0,kg,SITE-US-01,Line-2,Released,2022-12-11
BATCH-00551,8,BN-08-221103-56,2022-11-03,2022-12-10,2024-12-09,18146.0,L,SITE-US-01,Line-4,Released,2022-12-15
BATCH-00552,2,BN-02-221117-57,2022-11-17,2022-12-24,2024-12-23,11200.0,kg,SITE-US-01,Line-4,Released,2022-12-27
BATCH-00553,2,BN-02-221123-58,2022-11-23,2023-01-06,2025-01-05,27726.0,kg,SITE-US-01,Line-3,Released,2023-01-08
BATCH-00554,8,BN-08-221110-59,2022-11-10,2022-12-17,2024-12-16,16045.0,units,SITE-AP-01,Line-4,Released,2022-12-18
BATCH-00555,8,BN-08-221110-60,2022-11-10,2022-12-20,2024-12-19,45413.0,units,SITE-US-01,Line-3,Released,2022-12-20
BATCH-00556,2,BN-02-221121-61,2022-11-21,2022-12-05,2024-12-04,28281.0,kg,SITE-EU-01,Line-1,Released,2022-12-07
BATCH-00557,4,BN-04-221121-62,2022-11-21,2022-12-15,2024-12-14,22697.0,kg,SITE-EU-01,Line-2,Released,2022-12-19
BATCH-00558,7,BN-07-221119-63,2022-11-19,2022-12-21,2024-12-20,44860.0,units,SITE-US-01,Line-3,Released,2022-12-26
BATCH-00559,3,BN-03-221108-64,2022-11-08,2022-11-22,2024-11-21,45509.0,units,SITE-AP-01,Line-2,Released,2022-11-27
BATCH-00560,4,BN-04-221117-65,2022-11-17,2022-12-14,2024-12-13,33096.0,units,SITE-EU-01,Line-4,Released,2022-12-19
BATCH-00561,4,BN-04-221221-66,2022-12-21,2023-01-16,2025-01-15,8793.0,units,SITE-AP-01,Line-3,Released,2023-01-19
BATCH-00562,7,BN-07-221220-67,2022-12-20,2023-01-11,2025-01-10,29336.0,kg,SITE-AP-01,Line-1,Released,2023-01-15
BATCH-00563,3,BN-03-221213-68,2022-12-13,2023-01-17,2025-01-16,12201.0,kg,SITE-AP-01,Line-3,Released,2023-01-18
BATCH-00564,7,BN-07-221210-69,2022-12-10,2022-12-31,2024-12-30,42871.0,L,SITE-EU-01,Line-3,Released,2022-12-31
BATCH-00565,8,BN-08-221217-70,2022-12-17,2023-01-07,2025-01-06,30760.0,kg,SITE-US-01,Line-4,Released,2023-01-09
BATCH-00566,8,BN-08-221220-71,2022-12-20,2023-01-17,2025-01-16,17804.0,units,SITE-US-01,Line-2,Released,2023-01-22
BATCH-00567,6,BN-06-221220-72,2022-12-20,2023-01-18,2025-01-17,28240.0,kg,SITE-EU-01,Line-3,Released,2023-01-21
BATCH-00568,2,BN-02-221219-73,2022-12-19,2023-01-29,2025-01-28,8688.0,kg,SITE-US-01,Line-4,Released,2023-01-30
BATCH-00569,2,BN-02-221211-74,2022-12-11,2022-12-29,2024-12-28,28682.0,units,SITE-EU-01,Line-4,Released,2022-12-31
BATCH-00570,4,BN-04-221217-75,2022-12-17,,,36006.0,L,SITE-AP-01,Line-4,On Hold,2023-01-28
BATCH-00571,6,BN-06-221201-76,2022-12-01,2023-01-15,2025-01-14,10822.0,units,SITE-US-01,Line-1,Released,2023-01-20
BATCH-00572,4,BN-04-221212-77,2022-12-12,2022-12-28,2024-12-27,47483.0,L,SITE-US-01,Line-1,Released,2023-01-01
BATCH-00573,1,BN-01-221130-78,2022-11-30,2023-01-06,2025-01-05,6813.0,kg,SITE-EU-01,Line-1,Released,2023-01-08
BATCH-00574,3,BN-03-221206-79,2022-12-06,2023-01-07,2025-01-06,40604.0,kg,SITE-EU-01,Line-4,Released,2023-01-07
BATCH-00575,3,BN-03-221203-80,2022-12-03,2022-12-28,2024-12-27,26996.0,kg,SITE-EU-01,Line-3,Released,2022-12-28
BATCH-00576,4,BN-04-221212-81,2022-12-12,2023-01-14,2025-01-13,45513.0,L,SITE-US-01,Line-4,Released,2023-01-19
BATCH-00577,2,BN-02-221221-82,2022-12-21,2023-01-12,2025-01-11,25742.0,L,SITE-AP-01,Line-4,Released,2023-01-13
BATCH-00578,3,BN-03-221129-83,2022-11-29,2023-01-08,2025-01-07,45511.0,L,SITE-AP-01,Line-1,Released,2023-01-13
BATCH-00579,7,BN-07-221205-84,2022-12-05,2022-12-24,2024-12-23,36824.0,units,SITE-EU-01,Line-3,Released,2022-12-28
BATCH-00580,1,BN-01-221217-85,2022-12-17,2023-01-05,2025-01-04,32842.0,units,SITE-AP-01,Line-1,Released,2023-01-09
BATCH-00581,2,BN-02-221221-86,2022-12-21,2023-02-03,2025-02-02,5840.0,units,SITE-AP-01,Line-2,Released,2023-02-03
BATCH-00582,8,BN-08-221203-87,2022-12-03,2023-01-01,2024-12-31,42751.0,units,SITE-EU-01,Line-4,Released,2023-01-01
BATCH-00583,6,BN-06-221207-88,2022-12-07,2023-01-15,2025-01-14,27116.0,kg,SITE-AP-01,Line-3,Released,2023-01-18
BATCH-00584,4,BN-04-221127-89,2022-11-27,2022-12-31,2024-12-30,9096.0,kg,SITE-US-01,Line-2,Released,2023-01-02
BATCH-00585,2,BN-02-221205-90,2022-12-05,2022-12-24,2024-12-23,47847.0,units,SITE-US-01,Line-2,Released,2022-12-24
BATCH-00586,3,BN-03-221202-91,2022-12-02,2022-12-17,2024-12-16,18411.0,kg,SITE-AP-01,Line-3,Released,2022-12-18
BATCH-00587,3,BN-03-221205-92,2022-12-05,2023-01-12,2025-01-11,45478.0,kg,SITE-EU-01,Line-2,Released,2023-01-13
BATCH-00588,6,BN-06-221204-93,2022-12-04,2023-01-18,2025-01-17,27699.0,kg,SITE-AP-01,Line-3,Released,2023-01-18
BATCH-00589,4,BN-04-221214-94,2022-12-14,2023-01-23,2025-01-22,6301.0,units,SITE-EU-01,Line-2,Released,2023-01-23
BATCH-00590,6,BN-06-221215-95,2022-12-15,2023-01-04,2025-01-03,29962.0,kg,SITE-EU-01,Line-3,Released,2023-01-08
BATCH-00591,4,BN-04-221129-96,2022-11-29,2022-12-26,2024-12-25,11407.0,units,SITE-EU-01,Line-2,Released,2022-12-27
BATCH-00592,4,BN-04-221214-97,2022-12-14,2023-01-25,2025-01-24,41569.0,units,SITE-AP-01,Line-3,Released,2023-01-30
BATCH-00593,1,BN-01-221128-98,2022-11-28,2023-01-11,2025-01-10,16290.0,units,SITE-US-01,Line-4,Released,2023-01-13
BATCH-00594,2,BN-02-221215-00,2022-12-15,2023-01-16,2025-01-15,38263.0,units,SITE-AP-01,Line-1,Released,2023-01-18
BATCH-00595,4,BN-04-221219-01,2022-12-19,2023-01-09,2025-01-08,37628.0,L,SITE-US-01,Line-4,Released,2023-01-10
BATCH-00596,6,BN-06-221222-02,2022-12-22,2023-01-25,2025-01-24,47543.0,units,SITE-AP-01,Line-3,Released,2023-01-30
BATCH-00597,3,BN-03-221204-03,2022-12-04,2023-01-07,2025-01-06,25691.0,units,SITE-EU-01,Line-3,Released,2023-01-07
BATCH-00598,2,BN-02-221217-04,2022-12-17,2022-12-31,2024-12-30,5193.0,kg,SITE-AP-01,Line-2,Released,2023-01-03
BATCH-00599,7,BN-07-221219-05,2022-12-19,2023-02-02,2025-02-01,29216.0,units,SITE-AP-01,Line-1,Released,2023-02-06
BATCH-00600,8,BN-08-221223-06,2022-12-23,2023-02-03,2025-02-02,20885.0,L,SITE-US-01,Line-3,Released,2023-02-06
BATCH-00601,8,BN-08-221221-07,2022-12-21,2023-01-04,2025-01-03,21672.0,kg,SITE-US-01,Line-4,Released,2023-01-04
BATCH-00602,7,BN-07-221127-08,2022-11-27,2022-12-28,2024-12-27,36914.0,kg,SITE-US-01,Line-1,Released,2023-01-01
BATCH-00603,3,BN-03-221222-09,2022-12-22,2023-01-19,2025-01-18,27221.0,L,SITE-AP-01,Line-1,Released,2023-01-21
BATCH-00604,7,BN-07-221219-10,2022-12-19,2023-01-15,2025-01-14,49292.0,units,SITE-EU-01,Line-4,Released,2023-01-15
BATCH-00605,6,BN-06-221213-11,2022-12-13,2023-01-27,2025-01-26,13720.0,units,SITE-EU-01,Line-2,Released,2023-01-27
BATCH-00606,2,BN-02-221220-12,2022-12-20,2023-01-07,2025-01-06,47010.0,kg,SITE-AP-01,Line-3,Released,2023-01-08
BATCH-00607,1,BN-01-221219-13,2022-12-19,2023-01-18,2025-01-17,44740.0,kg,SITE-AP-01,Line-4,Released,2023-01-23
BATCH-00608,7,BN-07-221128-14,2022-11-28,2023-01-01,2024-12-31,49780.0,L,SITE-AP-01,Line-1,Released,2023-01-06
BATCH-00609,4,BN-04-221212-15,2022-12-12,2023-01-18,2025-01-17,6956.0,units,SITE-AP-01,Line-2,Released,2023-01-18
BATCH-00610,4,BN-04-221214-16,2022-12-14,2023-01-25,2025-01-24,22634.0,L,SITE-EU-01,Line-1,Released,2023-01-29
BATCH-00611,7,BN-07-221204-17,2022-12-04,2023-01-14,2025-01-13,46265.0,kg,SITE-US-01,Line-2,Released,2023-01-16
BATCH-00612,1,BN-01-221217-18,2022-12-17,2023-01-06,2025-01-05,24438.0,kg,SITE-EU-01,Line-3,Released,2023-01-08
BATCH-00613,1,BN-01-221212-19,2022-12-12,2023-01-10,2025-01-09,42463.0,L,SITE-US-01,Line-2,Released,2023-01-10
BATCH-00614,6,BN-06-221211-20,2022-12-11,2022-12-31,2024-12-30,31052.0,kg,SITE-AP-01,Line-1,Released,2022-12-31
BATCH-00615,3,BN-03-221225-21,2022-12-25,2023-01-12,2025-01-11,7790.0,L,SITE-EU-01,Line-1,Released,2023-01-14
BATCH-00616,7,BN-07-221210-22,2022-12-10,2022-12-28,2024-12-27,7511.0,kg,SITE-AP-01,Line-3,Released,2022-12-31
BATCH-00617,1,BN-01-221216-23,2022-12-16,2023-01-25,2025-01-24,31981.0,units,SITE-EU-01,Line-1,Released,2023-01-28
BATCH-00618,4,BN-04-221222-24,2022-12-22,2023-02-01,2025-01-31,32865.0,L,SITE-EU-01,Line-1,Released,2023-02-04
BATCH-00619,3,BN-03-221215-25,2022-12-15,2023-01-10,2025-01-09,5553.0,units,SITE-AP-01,Line-1,Released,2023-01-14
BATCH-00620,6,BN-06-221201-26,2022-12-01,2022-12-31,2024-12-30,26663.0,units,SITE-US-01,Line-4,Released,2023-01-01
BATCH-00621,2,BN-02-221222-27,2022-12-22,2023-01-07,2025-01-06,19025.0,L,SITE-US-01,Line-3,Released,2023-01-09
BATCH-00622,6,BN-06-221221-28,2022-12-21,2023-01-13,2025-01-12,18890.0,L,SITE-AP-01,Line-3,Released,2023-01-15
BATCH-00623,6,BN-06-221215-29,2022-12-15,2023-01-07,2025-01-06,27820.0,units,SITE-US-01,Line-1,Released,2023-01-10
BATCH-00624,2,BN-02-221203-30,2022-12-03,2022-12-29,2024-12-28,20370.0,units,SITE-EU-01,Line-4,Released,2023-01-03
BATCH-00625,4,BN-04-221216-31,2022-12-16,2023-01-20,2025-01-19,30474.0,L,SITE-AP-01,Line-3,Released,2023-01-23
BATCH-00626,2,BN-02-221130-32,2022-11-30,2023-01-12,2025-01-11,45974.0,L,SITE-EU-01,Line-2,Released,2023-01-12
BATCH-00627,2,BN-02-230110-33,2023-01-10,2023-02-06,2025-02-05,38056.0,L,SITE-AP-01,Line-4,Released,2023-02-07
BATCH-00628,2,BN-02-230122-34,2023-01-22,2023-02-05,2025-02-04,8318.0,kg,SITE-EU-01,Line-1,Released,2023-02-06
BATCH-00629,4,BN-04-230102-35,2023-01-02,2023-02-08,2025-02-07,6336.0,kg,SITE-EU-01,Line-3,Released,2023-02-09
BATCH-00630,3,BN-03-230119-36,2023-01-19,2023-02-13,2025-02-12,29953.0,kg,SITE-US-01,Line-2,Released,2023-02-13
BATCH-00631,8,BN-08-230104-37,2023-01-04,2023-01-24,2025-01-23,35485.0,L,SITE-US-01,Line-1,Released,2023-01-26
BATCH-00632,3,BN-03-230110-38,2023-01-10,2023-02-08,2025-02-07,21756.0,kg,SITE-US-01,Line-4,Released,2023-02-13
BATCH-00633,1,BN-01-221231-39,2022-12-31,2023-01-22,2025-01-21,13626.0,L,SITE-US-01,Line-3,Released,2023-01-24
BATCH-00634,4,BN-04-230116-40,2023-01-16,2023-02-14,2025-02-13,39339.0,units,SITE-AP-01,Line-2,Released,2023-02-18
